Date,Postal_Code,County,Price,Not Full Market Price,VAT Exclusive,Description of Property
07/02/2019,Dublin 4,Dublin,1600000,No,No,Second-Hand Dwelling house /Apartment
08/02/2019,Dublin 4,Dublin,295000,No,No,Second-Hand Dwelling house /Apartment
08/02/2019,Dublin 4,Dublin,310000,No,No,Second-Hand Dwelling house /Apartment
08/02/2019,Dublin 4,Dublin,560000,No,No,Second-Hand Dwelling house /Apartment
11/02/2019,Dublin 4,Dublin,141000,No,No,Second-Hand Dwelling house /Apartment
12/02/2019,Dublin 4,Dublin,870000,No,No,Second-Hand Dwelling house /Apartment
14/02/2019,Dublin 4,Dublin,310000,No,No,Second-Hand Dwelling house /Apartment
14/02/2019,Dublin 4,Dublin,481345,No,No,Second-Hand Dwelling house /Apartment
15/02/2019,Dublin 4,Dublin,670000,No,No,Second-Hand Dwelling house /Apartment
18/02/2019,Dublin 4,Dublin,340000,No,No,Second-Hand Dwelling house /Apartment
19/02/2019,Dublin 4,Dublin,1650000,No,No,Second-Hand Dwelling house /Apartment
20/02/2019,Dublin 4,Dublin,385000,No,No,Second-Hand Dwelling house /Apartment
21/02/2019,Dublin 4,Dublin,665000,No,No,Second-Hand Dwelling house /Apartment
21/02/2019,Dublin 4,Dublin,1250000,Yes,No,Second-Hand Dwelling house /Apartment
21/02/2019,Dublin 4,Dublin,1100000,No,No,Second-Hand Dwelling house /Apartment
22/02/2019,Dublin 4,Dublin,1140000,No,No,Second-Hand Dwelling house /Apartment
22/02/2019,Dublin 4,Dublin,370000,No,No,Second-Hand Dwelling house /Apartment
22/02/2019,Dublin 4,Dublin,700000,No,No,Second-Hand Dwelling house /Apartment
22/02/2019,Dublin 4,Dublin,290000,No,No,Second-Hand Dwelling house /Apartment
22/02/2019,Dublin 4,Dublin,605000,No,No,Second-Hand Dwelling house /Apartment
22/02/2019,Dublin 4,Dublin,585000,No,No,Second-Hand Dwelling house /Apartment
22/02/2019,Dublin 4,Dublin,2850000,No,No,Second-Hand Dwelling house /Apartment
25/02/2019,Dublin 4,Dublin,535000,No,No,Second-Hand Dwelling house /Apartment
25/02/2019,Dublin 4,Dublin,795000,No,No,Second-Hand Dwelling house /Apartment
25/02/2019,Dublin 4,Dublin,960000,No,No,Second-Hand Dwelling house /Apartment
25/02/2019,Dublin 4,Dublin,485000,No,No,Second-Hand Dwelling house /Apartment
25/02/2019,Dublin 4,Dublin,495000,No,No,Second-Hand Dwelling house /Apartment
25/02/2019,Dublin 4,Dublin,414782,No,No,Second-Hand Dwelling house /Apartment
25/02/2019,Dublin 4,Dublin,400000,No,No,Second-Hand Dwelling house /Apartment
25/02/2019,Dublin 4,Dublin,1031850,No,No,Second-Hand Dwelling house /Apartment
25/02/2019,Dublin 4,Dublin,2960000,No,No,Second-Hand Dwelling house /Apartment
26/02/2019,Dublin 4,Dublin,650000,No,No,Second-Hand Dwelling house /Apartment
27/02/2019,Dublin 4,Dublin,950000,No,No,Second-Hand Dwelling house /Apartment
27/02/2019,Dublin 4,Dublin,385000,No,No,Second-Hand Dwelling house /Apartment
28/02/2019,Dublin 4,Dublin,850000,No,No,Second-Hand Dwelling house /Apartment
01/03/2019,Dublin 4,Dublin,900000,No,No,Second-Hand Dwelling house /Apartment
04/03/2019,Dublin 4,Dublin,570000,No,No,Second-Hand Dwelling house /Apartment
04/03/2019,Dublin 4,Dublin,490000,No,No,Second-Hand Dwelling house /Apartment
04/03/2019,Dublin 4,Dublin,755000,No,No,Second-Hand Dwelling house /Apartment
05/03/2019,Dublin 4,Dublin,575000,No,No,Second-Hand Dwelling house /Apartment
05/03/2019,Dublin 4,Dublin,500000,No,No,Second-Hand Dwelling house /Apartment
05/03/2019,Dublin 4,Dublin,525000,No,No,Second-Hand Dwelling house /Apartment
05/03/2019,Dublin 4,Dublin,290000,No,No,Second-Hand Dwelling house /Apartment
06/03/2019,Dublin 4,Dublin,420000,No,No,Second-Hand Dwelling house /Apartment
07/03/2019,Dublin 4,Dublin,440000,No,No,Second-Hand Dwelling house /Apartment
08/03/2019,Dublin 4,Dublin,750000,No,No,Second-Hand Dwelling house /Apartment
11/03/2019,Dublin 4,Dublin,300000,No,No,Second-Hand Dwelling house /Apartment
13/03/2019,Dublin 4,Dublin,525000,No,No,Second-Hand Dwelling house /Apartment
14/03/2019,Dublin 4,Dublin,640000,No,No,Second-Hand Dwelling house /Apartment
14/03/2019,Dublin 4,Dublin,392000,No,No,Second-Hand Dwelling house /Apartment
15/03/2019,Dublin 4,Dublin,450000,No,No,Second-Hand Dwelling house /Apartment
15/03/2019,Dublin 4,Dublin,345000,No,No,Second-Hand Dwelling house /Apartment
15/03/2019,Dublin 4,Dublin,400000,No,No,Second-Hand Dwelling house /Apartment
20/03/2019,Dublin 4,Dublin,365000,No,No,Second-Hand Dwelling house /Apartment
20/03/2019,Dublin 4,Dublin,665000,No,No,Second-Hand Dwelling house /Apartment
20/03/2019,Dublin 4,Dublin,333000,No,No,Second-Hand Dwelling house /Apartment
20/03/2019,Dublin 4,Dublin,333000,No,No,Second-Hand Dwelling house /Apartment
21/03/2019,Dublin 4,Dublin,395000,No,No,Second-Hand Dwelling house /Apartment
21/03/2019,Dublin 4,Dublin,395000,No,No,Second-Hand Dwelling house /Apartment
22/03/2019,Dublin 4,Dublin,998000,No,No,Second-Hand Dwelling house /Apartment
26/03/2019,Dublin 4,Dublin,297500,No,No,Second-Hand Dwelling house /Apartment
26/03/2019,Dublin 4,Dublin,477500,No,No,Second-Hand Dwelling house /Apartment
27/03/2019,Dublin 4,Dublin,740000,No,Yes,New Dwelling house /Apartment
27/03/2019,Dublin 4,Dublin,412000,No,No,Second-Hand Dwelling house /Apartment
28/03/2019,Dublin 4,Dublin,342500,No,No,Second-Hand Dwelling house /Apartment
28/03/2019,Dublin 4,Dublin,720000,No,No,Second-Hand Dwelling house /Apartment
29/03/2019,Dublin 4,Dublin,370000,No,No,Second-Hand Dwelling house /Apartment
29/03/2019,Dublin 4,Dublin,305000,No,No,Second-Hand Dwelling house /Apartment
29/03/2019,Dublin 4,Dublin,2700000,No,No,Second-Hand Dwelling house /Apartment
29/03/2019,Dublin 4,Dublin,438000,No,No,Second-Hand Dwelling house /Apartment
29/03/2019,Dublin 4,Dublin,562790,No,No,Second-Hand Dwelling house /Apartment
01/04/2019,Dublin 4,Dublin,628000,No,No,Second-Hand Dwelling house /Apartment
01/04/2019,Dublin 4,Dublin,387500,Yes,No,Second-Hand Dwelling house /Apartment
01/04/2019,Dublin 4,Dublin,280000,No,No,Second-Hand Dwelling house /Apartment
02/04/2019,Dublin 4,Dublin,650000,No,No,Second-Hand Dwelling house /Apartment
02/04/2019,Dublin 4,Dublin,420000,No,No,Second-Hand Dwelling house /Apartment
02/04/2019,Dublin 4,Dublin,643173,No,Yes,New Dwelling house /Apartment
02/04/2019,Dublin 4,Dublin,544000,No,No,Second-Hand Dwelling house /Apartment
02/04/2019,Dublin 4,Dublin,231250,Yes,No,Second-Hand Dwelling house /Apartment
03/04/2019,Dublin 4,Dublin,1625000,No,No,Second-Hand Dwelling house /Apartment
04/04/2019,Dublin 4,Dublin,682000,No,No,Second-Hand Dwelling house /Apartment
04/04/2019,Dublin 4,Dublin,400000,No,No,Second-Hand Dwelling house /Apartment
05/04/2019,Dublin 4,Dublin,445000,No,No,Second-Hand Dwelling house /Apartment
05/04/2019,Dublin 4,Dublin,331000,No,No,Second-Hand Dwelling house /Apartment
05/04/2019,Dublin 4,Dublin,850000,No,No,Second-Hand Dwelling house /Apartment
09/04/2019,Dublin 4,Dublin,585000,No,No,Second-Hand Dwelling house /Apartment
09/04/2019,Dublin 4,Dublin,740088,No,Yes,New Dwelling house /Apartment
09/04/2019,Dublin 4,Dublin,370000,No,No,Second-Hand Dwelling house /Apartment
09/04/2019,Dublin 4,Dublin,482000,No,No,Second-Hand Dwelling house /Apartment
09/04/2019,Dublin 4,Dublin,740088,No,Yes,New Dwelling house /Apartment
09/04/2019,Dublin 4,Dublin,635000,No,No,Second-Hand Dwelling house /Apartment
10/04/2019,Dublin 4,Dublin,685000,No,No,Second-Hand Dwelling house /Apartment
10/04/2019,Dublin 4,Dublin,120000,No,No,Second-Hand Dwelling house /Apartment
11/04/2019,Dublin 4,Dublin,550000,No,No,Second-Hand Dwelling house /Apartment
11/04/2019,Dublin 4,Dublin,330000,No,No,Second-Hand Dwelling house /Apartment
11/04/2019,Dublin 4,Dublin,172736,No,No,Second-Hand Dwelling house /Apartment
11/04/2019,Dublin 4,Dublin,1550000,No,No,Second-Hand Dwelling house /Apartment
11/04/2019,Dublin 4,Dublin,466855,No,No,Second-Hand Dwelling house /Apartment
11/04/2019,Dublin 4,Dublin,450000,No,No,Second-Hand Dwelling house /Apartment
11/04/2019,Dublin 4,Dublin,2080000,No,No,Second-Hand Dwelling house /Apartment
12/04/2019,Dublin 4,Dublin,464000,No,No,Second-Hand Dwelling house /Apartment
12/04/2019,Dublin 4,Dublin,795000,No,No,Second-Hand Dwelling house /Apartment
12/04/2019,Dublin 4,Dublin,505000,No,No,Second-Hand Dwelling house /Apartment
12/04/2019,Dublin 4,Dublin,525000,No,No,Second-Hand Dwelling house /Apartment
15/04/2019,Dublin 4,Dublin,410000,No,No,Second-Hand Dwelling house /Apartment
15/04/2019,Dublin 4,Dublin,485000,No,No,Second-Hand Dwelling house /Apartment
16/04/2019,Dublin 4,Dublin,6750000,No,No,Second-Hand Dwelling house /Apartment
16/04/2019,Dublin 4,Dublin,1300000,No,No,Second-Hand Dwelling house /Apartment
17/04/2019,Dublin 4,Dublin,735000,No,No,Second-Hand Dwelling house /Apartment
17/04/2019,Dublin 4,Dublin,435000,No,No,Second-Hand Dwelling house /Apartment
17/04/2019,Dublin 4,Dublin,1030000,No,No,Second-Hand Dwelling house /Apartment
18/04/2019,Dublin 4,Dublin,517500,No,No,Second-Hand Dwelling house /Apartment
18/04/2019,Dublin 4,Dublin,375000,No,No,Second-Hand Dwelling house /Apartment
18/04/2019,Dublin 4,Dublin,345000,No,No,Second-Hand Dwelling house /Apartment
18/04/2019,Dublin 4,Dublin,461000,No,No,Second-Hand Dwelling house /Apartment
18/04/2019,Dublin 4,Dublin,420000,No,No,Second-Hand Dwelling house /Apartment
23/04/2019,Dublin 4,Dublin,230000,No,No,Second-Hand Dwelling house /Apartment
25/04/2019,Dublin 4,Dublin,955000,No,No,Second-Hand Dwelling house /Apartment
25/04/2019,Dublin 4,Dublin,425000,No,No,Second-Hand Dwelling house /Apartment
25/04/2019,Dublin 4,Dublin,460000,No,No,Second-Hand Dwelling house /Apartment
26/04/2019,Dublin 4,Dublin,460000,No,No,Second-Hand Dwelling house /Apartment
26/04/2019,Dublin 4,Dublin,827770,No,No,Second-Hand Dwelling house /Apartment
26/04/2019,Dublin 4,Dublin,2175000,No,No,Second-Hand Dwelling house /Apartment
30/04/2019,Dublin 4,Dublin,425000,No,No,Second-Hand Dwelling house /Apartment
01/05/2019,Dublin 4,Dublin,848017,No,Yes,New Dwelling house /Apartment
02/05/2019,Dublin 4,Dublin,410000,No,No,Second-Hand Dwelling house /Apartment
02/05/2019,Dublin 4,Dublin,540000,No,No,Second-Hand Dwelling house /Apartment
02/05/2019,Dublin 4,Dublin,401000,No,No,Second-Hand Dwelling house /Apartment
03/05/2019,Dublin 4,Dublin,1720000,No,No,Second-Hand Dwelling house /Apartment
07/05/2019,Dublin 4,Dublin,430000,No,No,Second-Hand Dwelling house /Apartment
09/05/2019,Dublin 4,Dublin,350000,No,No,Second-Hand Dwelling house /Apartment
09/05/2019,Dublin 4,Dublin,340000,No,No,Second-Hand Dwelling house /Apartment
10/05/2019,Dublin 4,Dublin,470000,No,No,Second-Hand Dwelling house /Apartment
10/05/2019,Dublin 4,Dublin,376000,No,No,Second-Hand Dwelling house /Apartment
14/05/2019,Dublin 4,Dublin,840000,No,No,Second-Hand Dwelling house /Apartment
15/05/2019,Dublin 4,Dublin,450000,No,No,Second-Hand Dwelling house /Apartment
15/05/2019,Dublin 4,Dublin,385000,No,No,Second-Hand Dwelling house /Apartment
16/05/2019,Dublin 4,Dublin,462000,No,No,Second-Hand Dwelling house /Apartment
16/05/2019,Dublin 4,Dublin,630000,No,No,Second-Hand Dwelling house /Apartment
17/05/2019,Dublin 4,Dublin,2420000,No,No,Second-Hand Dwelling house /Apartment
17/05/2019,Dublin 4,Dublin,1275000,No,No,Second-Hand Dwelling house /Apartment
17/05/2019,Dublin 4,Dublin,735000,No,No,Second-Hand Dwelling house /Apartment
17/05/2019,Dublin 4,Dublin,4164000,No,No,Second-Hand Dwelling house /Apartment
17/05/2019,Dublin 4,Dublin,326000,No,No,Second-Hand Dwelling house /Apartment
21/05/2019,Dublin 4,Dublin,295000,No,No,Second-Hand Dwelling house /Apartment
21/05/2019,Dublin 4,Dublin,840000,No,No,Second-Hand Dwelling house /Apartment
21/05/2019,Dublin 4,Dublin,460000,No,No,Second-Hand Dwelling house /Apartment
21/05/2019,Dublin 4,Dublin,750000,No,No,Second-Hand Dwelling house /Apartment
21/05/2019,Dublin 4,Dublin,384000,No,No,Second-Hand Dwelling house /Apartment
21/05/2019,Dublin 4,Dublin,310000,No,No,Second-Hand Dwelling house /Apartment
22/05/2019,Dublin 4,Dublin,320000,No,No,Second-Hand Dwelling house /Apartment
22/05/2019,Dublin 4,Dublin,510000,No,No,Second-Hand Dwelling house /Apartment
22/05/2019,Dublin 4,Dublin,474999,No,No,Second-Hand Dwelling house /Apartment
23/05/2019,Dublin 4,Dublin,660000,No,No,Second-Hand Dwelling house /Apartment
24/05/2019,Dublin 4,Dublin,655000,No,No,Second-Hand Dwelling house /Apartment
24/05/2019,Dublin 4,Dublin,350000,No,No,Second-Hand Dwelling house /Apartment
27/05/2019,Dublin 4,Dublin,685000,No,No,Second-Hand Dwelling house /Apartment
27/05/2019,Dublin 4,Dublin,325000,No,No,Second-Hand Dwelling house /Apartment
27/05/2019,Dublin 4,Dublin,205600,Yes,No,Second-Hand Dwelling house /Apartment
29/05/2019,Dublin 4,Dublin,395000,No,No,Second-Hand Dwelling house /Apartment
30/05/2019,Dublin 4,Dublin,615000,No,No,Second-Hand Dwelling house /Apartment
30/05/2019,Dublin 4,Dublin,400000,No,No,Second-Hand Dwelling house /Apartment
30/05/2019,Dublin 4,Dublin,270000,No,No,Second-Hand Dwelling house /Apartment
30/05/2019,Dublin 4,Dublin,327500,No,No,Second-Hand Dwelling house /Apartment
30/05/2019,Dublin 4,Dublin,425000,No,No,Second-Hand Dwelling house /Apartment
30/05/2019,Dublin 4,Dublin,315000,Yes,No,Second-Hand Dwelling house /Apartment
30/05/2019,Dublin 4,Dublin,400000,No,No,Second-Hand Dwelling house /Apartment
31/05/2019,Dublin 4,Dublin,350000,No,No,Second-Hand Dwelling house /Apartment
31/05/2019,Dublin 4,Dublin,500000,No,No,Second-Hand Dwelling house /Apartment
31/05/2019,Dublin 4,Dublin,850000,No,No,Second-Hand Dwelling house /Apartment
31/05/2019,Dublin 4,Dublin,375000,No,No,Second-Hand Dwelling house /Apartment
31/05/2019,Dublin 4,Dublin,115000,No,No,Second-Hand Dwelling house /Apartment
31/05/2019,Dublin 4,Dublin,450000,No,No,Second-Hand Dwelling house /Apartment
31/05/2019,Dublin 4,Dublin,1400000,No,No,Second-Hand Dwelling house /Apartment
31/05/2019,Dublin 4,Dublin,550000,No,No,Second-Hand Dwelling house /Apartment
04/06/2019,Dublin 4,Dublin,353333,No,No,Second-Hand Dwelling house /Apartment
04/06/2019,Dublin 4,Dublin,330000,No,No,Second-Hand Dwelling house /Apartment
06/06/2019,Dublin 4,Dublin,740000,No,No,Second-Hand Dwelling house /Apartment
06/06/2019,Dublin 4,Dublin,450000,No,No,Second-Hand Dwelling house /Apartment
06/06/2019,Dublin 4,Dublin,435000,No,No,Second-Hand Dwelling house /Apartment
07/06/2019,Dublin 4,Dublin,653500,No,No,Second-Hand Dwelling house /Apartment
07/06/2019,Dublin 4,Dublin,790000,No,No,Second-Hand Dwelling house /Apartment
07/06/2019,Dublin 4,Dublin,1000000,No,No,Second-Hand Dwelling house /Apartment
07/06/2019,Dublin 4,Dublin,705000,No,No,Second-Hand Dwelling house /Apartment
10/06/2019,Dublin 4,Dublin,365000,No,No,Second-Hand Dwelling house /Apartment
10/06/2019,Dublin 4,Dublin,550000,No,No,Second-Hand Dwelling house /Apartment
10/06/2019,Dublin 4,Dublin,387500,No,No,Second-Hand Dwelling house /Apartment
12/06/2019,Dublin 4,Dublin,865000,No,No,Second-Hand Dwelling house /Apartment
13/06/2019,Dublin 4,Dublin,400000,No,No,Second-Hand Dwelling house /Apartment
13/06/2019,Dublin 4,Dublin,1275000,No,No,Second-Hand Dwelling house /Apartment
14/06/2019,Dublin 4,Dublin,643171,No,Yes,New Dwelling house /Apartment
14/06/2019,Dublin 4,Dublin,520000,No,No,Second-Hand Dwelling house /Apartment
17/06/2019,Dublin 4,Dublin,475000,No,No,Second-Hand Dwelling house /Apartment
18/06/2019,Dublin 4,Dublin,400000,No,No,Second-Hand Dwelling house /Apartment
20/06/2019,Dublin 4,Dublin,846355,No,No,Second-Hand Dwelling house /Apartment
21/06/2019,Dublin 4,Dublin,510000,No,No,Second-Hand Dwelling house /Apartment
21/06/2019,Dublin 4,Dublin,700000,No,No,Second-Hand Dwelling house /Apartment
24/06/2019,Dublin 4,Dublin,375000,No,No,Second-Hand Dwelling house /Apartment
24/06/2019,Dublin 4,Dublin,415000,No,No,Second-Hand Dwelling house /Apartment
25/06/2019,Dublin 4,Dublin,672000,No,No,Second-Hand Dwelling house /Apartment
25/06/2019,Dublin 4,Dublin,359000,No,No,Second-Hand Dwelling house /Apartment
25/06/2019,Dublin 4,Dublin,1612500,No,No,Second-Hand Dwelling house /Apartment
25/06/2019,Dublin 4,Dublin,410000,No,No,Second-Hand Dwelling house /Apartment
25/06/2019,Dublin 4,Dublin,477000,No,No,Second-Hand Dwelling house /Apartment
25/06/2019,Dublin 4,Dublin,540000,No,No,Second-Hand Dwelling house /Apartment
25/06/2019,Dublin 4,Dublin,350000,No,No,Second-Hand Dwelling house /Apartment
26/06/2019,Dublin 4,Dublin,952505,No,No,Second-Hand Dwelling house /Apartment
26/06/2019,Dublin 4,Dublin,600000,No,No,Second-Hand Dwelling house /Apartment
27/06/2019,Dublin 4,Dublin,380000,No,No,Second-Hand Dwelling house /Apartment
28/06/2019,Dublin 4,Dublin,742000,No,No,Second-Hand Dwelling house /Apartment
28/06/2019,Dublin 4,Dublin,455000,No,No,Second-Hand Dwelling house /Apartment
28/06/2019,Dublin 4,Dublin,475771,No,Yes,New Dwelling house /Apartment
01/07/2019,Dublin 4,Dublin,484570,No,No,Second-Hand Dwelling house /Apartment
01/07/2019,Dublin 4,Dublin,785000,No,No,Second-Hand Dwelling house /Apartment
01/07/2019,Dublin 4,Dublin,800000,No,No,Second-Hand Dwelling house /Apartment
01/07/2019,Dublin 4,Dublin,230000,No,No,Second-Hand Dwelling house /Apartment
01/07/2019,Dublin 4,Dublin,940000,No,No,Second-Hand Dwelling house /Apartment
02/07/2019,Dublin 4,Dublin,1820000,No,No,Second-Hand Dwelling house /Apartment
02/07/2019,Dublin 4,Dublin,1522500,No,No,Second-Hand Dwelling house /Apartment
02/07/2019,Dublin 4,Dublin,490000,No,No,Second-Hand Dwelling house /Apartment
04/07/2019,Dublin 4,Dublin,2400000,No,No,Second-Hand Dwelling house /Apartment
04/07/2019,Dublin 4,Dublin,476515,No,No,Second-Hand Dwelling house /Apartment
04/07/2019,Dublin 4,Dublin,511000,No,No,Second-Hand Dwelling house /Apartment
05/07/2019,Dublin 4,Dublin,353000,No,No,Second-Hand Dwelling house /Apartment
09/07/2019,Dublin 4,Dublin,405000,No,No,Second-Hand Dwelling house /Apartment
09/07/2019,Dublin 4,Dublin,412500,No,No,Second-Hand Dwelling house /Apartment
09/07/2019,Dublin 4,Dublin,1200000,No,No,Second-Hand Dwelling house /Apartment
10/07/2019,Dublin 4,Dublin,385000,No,No,Second-Hand Dwelling house /Apartment
10/07/2019,Dublin 4,Dublin,395000,No,No,Second-Hand Dwelling house /Apartment
11/07/2019,Dublin 4,Dublin,650000,No,No,Second-Hand Dwelling house /Apartment
11/07/2019,Dublin 4,Dublin,370000,No,No,Second-Hand Dwelling house /Apartment
12/07/2019,Dublin 4,Dublin,475000,No,No,Second-Hand Dwelling house /Apartment
12/07/2019,Dublin 4,Dublin,650000,No,No,Second-Hand Dwelling house /Apartment
12/07/2019,Dublin 4,Dublin,625000,No,No,Second-Hand Dwelling house /Apartment
16/07/2019,Dublin 4,Dublin,1550000,No,No,Second-Hand Dwelling house /Apartment
16/07/2019,Dublin 4,Dublin,690000,No,No,Second-Hand Dwelling house /Apartment
16/07/2019,Dublin 4,Dublin,520000,No,No,Second-Hand Dwelling house /Apartment
17/07/2019,Dublin 4,Dublin,450000,No,No,Second-Hand Dwelling house /Apartment
19/07/2019,Dublin 4,Dublin,405000,No,No,Second-Hand Dwelling house /Apartment
19/07/2019,Dublin 4,Dublin,650000,No,No,Second-Hand Dwelling house /Apartment
19/07/2019,Dublin 4,Dublin,355000,No,No,Second-Hand Dwelling house /Apartment
22/07/2019,Dublin 4,Dublin,2300000,No,No,Second-Hand Dwelling house /Apartment
22/07/2019,Dublin 4,Dublin,315000,No,No,Second-Hand Dwelling house /Apartment
22/07/2019,Dublin 4,Dublin,465300,No,No,Second-Hand Dwelling house /Apartment
23/07/2019,Dublin 4,Dublin,420000,No,No,Second-Hand Dwelling house /Apartment
23/07/2019,Dublin 4,Dublin,2520000,No,No,Second-Hand Dwelling house /Apartment
24/07/2019,Dublin 4,Dublin,415000,No,No,Second-Hand Dwelling house /Apartment
25/07/2019,Dublin 4,Dublin,332000,No,No,Second-Hand Dwelling house /Apartment
26/07/2019,Dublin 4,Dublin,1072500,No,No,Second-Hand Dwelling house /Apartment
26/07/2019,Dublin 4,Dublin,411000,No,No,Second-Hand Dwelling house /Apartment
26/07/2019,Dublin 4,Dublin,966000,No,No,Second-Hand Dwelling house /Apartment
29/07/2019,Dublin 4,Dublin,700000,No,No,Second-Hand Dwelling house /Apartment
29/07/2019,Dublin 4,Dublin,730000,No,No,Second-Hand Dwelling house /Apartment
30/07/2019,Dublin 4,Dublin,490000,No,No,Second-Hand Dwelling house /Apartment
30/07/2019,Dublin 4,Dublin,320000,No,No,Second-Hand Dwelling house /Apartment
31/07/2019,Dublin 4,Dublin,530000,No,No,Second-Hand Dwelling house /Apartment
31/07/2019,Dublin 4,Dublin,1290000,No,No,Second-Hand Dwelling house /Apartment
31/07/2019,Dublin 4,Dublin,437000,No,No,Second-Hand Dwelling house /Apartment
31/07/2019,Dublin 4,Dublin,1430000,No,No,Second-Hand Dwelling house /Apartment
02/08/2019,Dublin 4,Dublin,796500,No,No,Second-Hand Dwelling house /Apartment
02/08/2019,Dublin 4,Dublin,333000,No,No,Second-Hand Dwelling house /Apartment
02/08/2019,Dublin 4,Dublin,2600000,No,No,Second-Hand Dwelling house /Apartment
02/08/2019,Dublin 4,Dublin,1275000,No,No,Second-Hand Dwelling house /Apartment
07/08/2019,Dublin 4,Dublin,1850000,No,No,Second-Hand Dwelling house /Apartment
09/08/2019,Dublin 4,Dublin,1100000,No,No,Second-Hand Dwelling house /Apartment
09/08/2019,Dublin 4,Dublin,1335000,No,No,Second-Hand Dwelling house /Apartment
09/08/2019,Dublin 4,Dublin,1175000,No,No,Second-Hand Dwelling house /Apartment
12/08/2019,Dublin 4,Dublin,492000,No,No,Second-Hand Dwelling house /Apartment
14/08/2019,Dublin 4,Dublin,885000,No,No,Second-Hand Dwelling house /Apartment
15/08/2019,Dublin 4,Dublin,1055000,No,No,Second-Hand Dwelling house /Apartment
02/01/2019,Dublin 5,Dublin,460000,No,No,Second-Hand Dwelling house /Apartment
03/01/2019,Dublin 5,Dublin,414097,No,Yes,New Dwelling house /Apartment
07/01/2019,Dublin 5,Dublin,577500,No,No,Second-Hand Dwelling house /Apartment
09/01/2019,Dublin 5,Dublin,587000,No,No,Second-Hand Dwelling house /Apartment
09/01/2019,Dublin 5,Dublin,330396,No,Yes,New Dwelling house /Apartment
09/01/2019,Dublin 5,Dublin,225000,Yes,No,Second-Hand Dwelling house /Apartment
11/01/2019,Dublin 5,Dublin,646000,No,No,Second-Hand Dwelling house /Apartment
11/01/2019,Dublin 5,Dublin,585903,No,Yes,New Dwelling house /Apartment
14/01/2019,Dublin 5,Dublin,395000,No,No,Second-Hand Dwelling house /Apartment
14/01/2019,Dublin 5,Dublin,755000,No,No,Second-Hand Dwelling house /Apartment
15/01/2019,Dublin 5,Dublin,325000,No,No,Second-Hand Dwelling house /Apartment
15/01/2019,Dublin 5,Dublin,380000,No,No,Second-Hand Dwelling house /Apartment
16/01/2019,Dublin 5,Dublin,375000,No,No,Second-Hand Dwelling house /Apartment
16/01/2019,Dublin 5,Dublin,356828,No,Yes,New Dwelling house /Apartment
17/01/2019,Dublin 5,Dublin,351000,No,No,Second-Hand Dwelling house /Apartment
17/01/2019,Dublin 5,Dublin,327500,No,No,Second-Hand Dwelling house /Apartment
17/01/2019,Dublin 5,Dublin,362000,No,No,Second-Hand Dwelling house /Apartment
17/01/2019,Dublin 5,Dublin,374444,No,Yes,New Dwelling house /Apartment
18/01/2019,Dublin 5,Dublin,370000,No,No,Second-Hand Dwelling house /Apartment
18/01/2019,Dublin 5,Dublin,325000,No,No,Second-Hand Dwelling house /Apartment
18/01/2019,Dublin 5,Dublin,335000,No,No,Second-Hand Dwelling house /Apartment
18/01/2019,Dublin 5,Dublin,485000,No,No,Second-Hand Dwelling house /Apartment
18/01/2019,Dublin 5,Dublin,1850000,No,No,Second-Hand Dwelling house /Apartment
21/01/2019,Dublin 5,Dublin,287000,No,No,Second-Hand Dwelling house /Apartment
21/01/2019,Dublin 5,Dublin,475000,No,No,Second-Hand Dwelling house /Apartment
21/01/2019,Dublin 5,Dublin,317000,No,No,Second-Hand Dwelling house /Apartment
22/01/2019,Dublin 5,Dublin,306500,No,No,Second-Hand Dwelling house /Apartment
22/01/2019,Dublin 5,Dublin,350000,No,No,Second-Hand Dwelling house /Apartment
22/01/2019,Dublin 5,Dublin,245000,No,No,Second-Hand Dwelling house /Apartment
22/01/2019,Dublin 5,Dublin,303000,No,No,Second-Hand Dwelling house /Apartment
22/01/2019,Dublin 5,Dublin,550000,No,No,Second-Hand Dwelling house /Apartment
23/01/2019,Dublin 5,Dublin,677500,No,No,Second-Hand Dwelling house /Apartment
24/01/2019,Dublin 5,Dublin,440529,No,Yes,New Dwelling house /Apartment
24/01/2019,Dublin 5,Dublin,267000,No,No,Second-Hand Dwelling house /Apartment
25/01/2019,Dublin 5,Dublin,330000,No,No,Second-Hand Dwelling house /Apartment
25/01/2019,Dublin 5,Dublin,340000,No,No,Second-Hand Dwelling house /Apartment
31/01/2019,Dublin 5,Dublin,495000,No,No,Second-Hand Dwelling house /Apartment
31/01/2019,Dublin 5,Dublin,702500,No,No,Second-Hand Dwelling house /Apartment
31/01/2019,Dublin 5,Dublin,440528,No,Yes,New Dwelling house /Apartment
01/02/2019,Dublin 5,Dublin,510000,No,No,Second-Hand Dwelling house /Apartment
04/02/2019,Dublin 5,Dublin,453000,No,No,Second-Hand Dwelling house /Apartment
04/02/2019,Dublin 5,Dublin,365000,No,No,Second-Hand Dwelling house /Apartment
04/02/2019,Dublin 5,Dublin,475000,No,No,Second-Hand Dwelling house /Apartment
05/02/2019,Dublin 5,Dublin,273000,No,No,Second-Hand Dwelling house /Apartment
06/02/2019,Dublin 5,Dublin,280000,No,No,Second-Hand Dwelling house /Apartment
07/02/2019,Dublin 5,Dublin,225000,No,No,Second-Hand Dwelling house /Apartment
